Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1654848330,24247,20353,3894,627,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654851935,24243,20346,3897,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654855519,24241,20343,3898,628,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654859126,24239,20343,3896,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654866318,24236,20344,3892,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654869924,24236,20340,3896,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654877115,24236,20337,3899,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654884323,24229,20333,3896,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654891531,24230,20335,3895,631,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654895115,24223,20318,3905,630,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654902316,24222,20322,3900,628,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654905924,24222,20320,3902,629,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654909528,24223,20329,3894,628,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654916718,24179,20297,3882,624,244,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654920333,24158,20275,3883,621,241,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654927515,24075,20182,3893,618,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654931130,24075,20128,3947,603,230,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654934725,24062,20078,3984,609,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654938321,24063,20076,3987,609,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654941915,24062,20077,3985,609,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654945517,24062,20076,3986,610,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654952718,24064,20072,3992,609,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654956322,24064,20073,3991,609,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654963523,24064,20072,3992,609,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654967127,24064,20069,3995,609,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654970732,24062,20061,4001,609,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654974326,24061,20060,4001,610,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654977922,24061,20057,4004,610,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654981526,24061,20055,4006,611,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654985114,24061,20055,4006,612,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654992316,24059,20049,4010,613,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654995921,24049,20041,4008,611,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1654999516,24046,20032,4014,614,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655003133,24047,20019,4028,618,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655006729,24044,19970,4074,621,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655010324,24009,19865,4144,612,235,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655013918,23978,19790,4188,613,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655017529,23970,19756,4214,621,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655024728,23950,19691,4259,621,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655028323,23931,19673,4258,616,236,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655031929,23930,19674,4256,616,236,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655039119,23928,19678,4250,618,236,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655046321,23927,19679,4248,618,236,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655053523,23927,19681,4246,618,237,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655057121,23926,19681,4245,618,237,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655060716,23942,19696,4246,620,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655067927,23943,19701,4242,622,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655075130,23944,19691,4253,622,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655082315,23944,19690,4254,622,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655085932,23957,19694,4263,621,237,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655089522,23973,19685,4288,625,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655093130,24007,19725,4282,623,237,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655100327,24102,19830,4272,652,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655103926,24149,19881,4268,653,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655107515,24148,19912,4236,651,241,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655111114,24144,19905,4239,651,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655118323,24142,19910,4232,654,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655121922,24142,19910,4232,653,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655129126,24142,19909,4233,653,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655147124,24141,19908,4233,653,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655150723,24141,19906,4235,653,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655157929,24144,19910,4234,651,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655161519,24146,19912,4234,651,243,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655168727,24145,19915,4230,652,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655172323,24148,19924,4224,652,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655175921,24172,20010,4162,659,249,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655183122,24223,20132,4091,657,248,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655190322,24279,20256,4023,669,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655193931,24268,20285,3983,675,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655201122,24265,20277,3988,674,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655208331,24253,20263,3990,673,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655211931,24253,20266,3987,672,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655215520,24253,20268,3985,672,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655222725,24250,20267,3983,671,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655237129,24250,20262,3988,672,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655240719,24249,20264,3985,673,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655247914,24253,20267,3986,672,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655251522,24252,20271,3981,672,242,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655255115,24252,20268,3984,671,241,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655262323,24278,20345,3933,664,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655265920,24324,20378,3946,660,238,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655273129,24300,20389,3911,670,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655276726,24303,20407,3896,668,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655280314,24299,20427,3872,666,232,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655283921,24318,20455,3863,668,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655287530,24318,20463,3855,673,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655291127,24318,20464,3854,675,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655298330,24317,20471,3846,674,234,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655301915,24292,20450,3842,673,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655305531,24292,20451,3841,673,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655319923,24292,20450,3842,673,233,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655330728,24293,20448,3845,671,232,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655334323,24293,20453,3840,671,232,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655337928,24294,20452,3842,670,232,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655345130,24296,20472,3824,670,231,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655348726,24294,20494,3800,680,235,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655352334,24289,20518,3771,667,237,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655355920,24255,20481,3774,666,239,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655363124,24260,20440,3820,687,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655366730,24256,20429,3827,681,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655370318,24254,20423,3831,680,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655373915,24252,20406,3846,681,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655381128,24251,20394,3857,681,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655384725,24251,20392,3859,682,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655388322,24248,20390,3858,681,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655399117,24248,20391,3857,681,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655402724,24248,20389,3859,683,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655413523,24247,20382,3865,684,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655417132,24247,20382,3865,682,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655420719,24245,20379,3866,684,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655424328,24245,20376,3869,683,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655427927,24245,20369,3876,683,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655431516,24238,20355,3883,684,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655435126,24204,20342,3862,686,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655438718,24199,20333,3866,687,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655442328,24162,20288,3874,686,247,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655445921,24135,20218,3917,686,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655449532,24098,20162,3936,687,244,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655456733,24083,20150,3933,691,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655460315,24079,20152,3927,694,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655463914,24079,20149,3930,694,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655467513,24079,20151,3928,695,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655471133,24079,20150,3929,695,245,https://www.intensivregister.de/api/public/reporting/laendertabelle
1655478322,24074,20155,3919,696,246,https://www.intensivregister.de/api/public/reporting/laendertabelle
